coefficient_name,value,constrain
coef_work_from_home_constant,-3.1521332984994723,F
coef_part_time_worker,0.45559994970535733,F
coef_full_time_worker,0.0,T
coef_female_worker,0.0,T
coef_female_worker_preschool_child,0.0,T
coef_access_to_workplaces,0.0,T
coef_non_working_adult_in_hh,0.0,T
coef_low_income,0.0,T
coef_age_lt_35,0.0,T
coef_age_35_to_45,0.354110688182155,F
coef_age_45_to_55,0.2886762423504864,F
coef_age_55_to_65,0.3553219903599539,F
coef_age_65_plus,0.634366975646161,F
coef_Missing_Income,0.5378206301988678,F
coef_Income60to100k,0.4242581964160703,F
coef_Income100to150k,0.5694917095871161,F
coef_Income150kplus,0.9592737264560116,F
coef_HasChildren0to5,0.33614740385644487,F
coef_HasChildren6to12,-0.29849675062057396,F
coef_ShopMaintAcc,0.06242430817431918,F
