coefficient_name,value,constrain
coef_escort_tour_asc,0.0,F
coef_othdiscr_tour_asc,0.0,F
coef_shopping_tour_asc,0.0,F
coef_othmaint_tour_asc,0.0,F
coef_social_tour_asc,0.0,F
coef_eatout_tour_asc,0.0,F
coef_1_escort_tour_asc,-3.8381980452996216,F
coef_2_plus_escort_tours_asc,-6.588777506155835,F
coef_1_plus_shopping_tours_asc,-1.137647172724934,F
coef_1_plus_othmaint_tours_asc,-1.8984233192577413,F
coef_1_plus_eatout_tours_asc,-3.2935485906731117,F
coef_1_plus_social_tours_asc,0.0,F
coef_1_plus_othdiscr_tours_asc,-3.672177354801394,F
coef_total_number_of_tours_is_0_no_prior_tours_asc,-999.0,T
coef_total_number_of_tours_is_0_prior_tours_asc,0.0,T
coef_total_number_of_tours_is_1_no_prior_tours_asc,0.0,T
coef_total_number_of_tours_is_1_prior_tours_asc,-0.8669757520144368,F
coef_total_number_of_tours_is_2_asc,-2.475241286616967,F
coef_total_number_of_tours_is_3_asc,-4.049071946126231,F
coef_total_number_of_tours_is_4_asc,-5.1362725240119,F
coef_total_number_of_tours_is_5_asc,-999.0,T
coef_total_number_of_tours_is_6_plus_asc,-999.0,T
coef_number_of_mandatory_tours_tour_frequency_is_0,0.0,F
coef_number_of_mandatory_tours_tour_frequency_is_1,-1.4291336615112273,F
coef_number_of_mandatory_tours_tour_frequency_is_2_plus,-2.253312512085457,F
coef_number_of_joint_tours_tour_frequency_is_0,0.0,F
coef_number_of_joint_tours_tour_frequency_is_1_prior_tours,0.0,F
coef_number_of_joint_tours_tour_frequency_is_2_plus,0.0,F
coef_number_of_joint_shopping_tours,0.0,F
coef_number_of_joint_othmaint_tours,0.0,F
coef_number_of_joint_eatout_tours,0.0,F
coef_number_of_joint_social_tours,0.0,F
coef_number_of_joint_othdiscr_tours,0.0,F
coef_logged_maximum_residual_window_tour_frequency_is_0_prior_tours,0.0,F
coef_logged_maximum_residual_window_tour_frequency_is_1_prior_tours,0.0,F
coef_logged_maximum_residual_window_tour_frequency_is_2_plus_prior_tours,0.0,F
coef_logged_max_consec_hours_available_7am_to_10pm_tour_frequency_is_0,0.0,F
coef_logged_max_consec_hours_available_7am_to_10pm_tour_frequency_is_1_plus,0.0,F
coef_logged_total_hours_available_7am_to_10pm_tour_frequency_is_0,0.0,F
coef_logged_total_hours_available_7am_to_10pm_tour_frequency_is_1_plus,0.30711264831434854,F
coef_income_less_than_50k_tour_frequency_is_1_prior_tours,-0.4283966006816413,F
coef_income_less_than_50k_tour_frequency_is_2_plus,-0.3401906532432955,F
coef_income_100k_or_more_tour_frequency_is_1_prior_tours,0.0,F
coef_income_100k_or_more_tour_frequency_is_2_plus,0.0,F
coef_income_150k_or_more_tour_frequency_is_1_prior_tours,0.0,F
coef_income_150k_or_more_tour_frequency_is_2_plus,0.0,F
coef_income_less_than_25k_shopping_tour,0.0,F
coef_income_between_25k_50k_shopping_tour,0.0,F
coef_income_between_100k_150k_shopping_tour,0.0,F
coef_income_150k_or_more_shopping_tour,0.0,F
coef_income_less_than_25k_othmaint_tour,0.0,F
coef_income_between_25k_50k_othmaint_tour,0.0,F
coef_income_between_100k_150k_othmaint_tour,0.0,F
coef_income_150k_or_more_othmaint_tour,0.0,F
coef_income_less_than_25k_eatout_tour,0.0,F
coef_income_between_25k_50k_eatout_tour,0.0,F
coef_income_between_100k_150k_eatout_tour,0.0,F
coef_income_150k_or_more_eatout_tour,0.0,F
coef_income_less_than_25k_othdiscr_tour,0.0,F
coef_income_between_25k_50k_othdiscr_tour,0.0,F
coef_income_between_100k_150k_othdiscr_tour,0.0,F
